ta_id,poa,poi,registration_time,ib_id,region,initial_deposit,swap_free_status,pnl,nb_of_trades,volume,most_traded_symbol
505109,Yes,Yes,"2025-09-03 20:52:00",40402,LATIM,1359.0,Yes,-1925.0,858,26.2800,XAUUSD
505261,Yes,Yes,NULL,40404,Europe,2219.0,No,-8861.0,3233,28.0350,XAUUSD
505540,Yes,Yes,"2026-06-27 09:44:00",40401,MENA,1737.0,No,7055.0,4230,29.3048,BTCUSD
505110,Yes,Yes,"2025-09-03 21:34:00",40401,MENA,3977.0,Yes,-7729.0,1375,50.9760,USOIL
505262,Yes,Yes,"2026-03-30 21:43:00",40401,Europe,1638.0,Yes,-25982.0,1002,40.0500,ETHUSD
505427,Yes,Yes,"2026-06-16 06:01:00",40402,APAC,2154.0,Yes,-17543.0,620,118.7700,BTCUSD
505541,Yes,Yes,"2026-06-27 09:55:00",40401,APAC,2118.0,No,-14238.0,2383,28.6384,XAUUSD
505111,Yes,Yes,"2025-09-04 13:28:00",40405,APAC,4682.0,No,5371.0,2030,20.2800,USOIL
505263,Yes,Yes,"2026-04-02 20:34:00",40401,LATIM,3493.0,Yes,-9374.0,85,53.4750,BTCUSD
505428,Yes,Yes,"2026-06-17 12:05:00",40404,MENA,2830.0,Yes,13871.0,1530,185.3325,XAUUSD
505264,Yes,Yes,"2026-04-07 09:25:00",40402,LATIM,3403.0,No,-14429.0,2531,34.8225,BTCUSD
505429,Yes,Yes,"2026-06-17 16:04:00",40404,APAC,678.0,Yes,16910.0,963,193.4700,ETHUSD
505265,Yes,Yes,"2026-04-07 20:37:00",40402,Europe,3783.0,Yes,-8254.0,2467,4.9500,ETHUSD
505430,Yes,Yes,"2026-06-17 16:39:00",40404,LATIM,3819.0,Yes,-2250.0,1146,105.2925,XAUUSD
505431,Yes,Yes,"2026-06-18 05:31:00",40405,LATIM,966.0,No,-21374.0,1866,76.8675,BTCUSD
505112,Yes,Yes,"2025-09-04 13:30:00",40405,MENA,3522.0,Yes,-4464.0,3235,11.6800,XAUUSD
505542,Yes,Yes,"2026-06-27 12:04:00",40404,APAC,2132.0,Yes,10646.0,1268,3.8864,BTCUSD
505543,Yes,Yes,"2026-06-27 23:14:00",40402,MENA,3321.0,Yes,-1836.0,1808,2.5592,XAUUSD
505544,Yes,Yes,"2026-06-28 09:41:00",40405,APAC,6833.0,No,-12409.0,1509,68.6224,ETHUSD
505113,Yes,Yes,"2025-09-04 13:37:00",40403,APAC,4023.0,Yes,-5000.0,3191,9.8160,XAUUSD
505545,Yes,Yes,"2026-06-28 20:13:00",40402,APAC,15569.0,Yes,-556.0,4192,43.2376,XAUUSD
505546,Yes,Yes,"2026-06-29 10:30:00",40405,APAC,2530.0,Yes,-8767.0,2196,66.8640,BTCUSD
505547,Yes,Yes,"2026-06-29 13:16:00",40405,APAC,3453.0,Yes,-6423.0,3375,45.9872,XAUUSD
505266,Yes,Yes,"2026-04-07 20:37:00",40402,APAC,3292.0,Yes,2517.0,2188,34.7850,BTCUSD
505548,Yes,Yes,"2026-06-29 14:56:00",40403,MENA,9158.0,Yes,-16175.0,914,77.5040,XAUUSD
505432,Yes,Yes,"2026-06-18 06:27:00",40402,LATIM,0.0,Yes,-10575.0,2718,29.4825,XAUUSD
505549,Yes,Yes,"2026-06-29 19:33:00",40401,APAC,4316.0,Yes,-11641.0,3975,81.1216,XAUUSD
505114,Yes,Yes,"2025-09-05 06:26:00",40404,MENA,1986.0,No,6366.0,3623,19.5440,USOIL
505550,Yes,Yes,"2026-06-30 06:25:00",40405,MENA,961.0,Yes,12294.0,1628,94.6568,XAUUSD
505115,Yes,Yes,"2025-09-05 06:30:00",40403,APAC,420.0,No,-318.0,1919,28.3280,USOIL
505267,Yes,Yes,"2026-04-08 14:58:00",40401,LATIM,4255.0,Yes,-21372.0,1398,53.3250,XAUUSD
505551,Yes,Yes,"2026-06-30 11:47:00",40403,LATIM,5911.0,Yes,-6663.0,765,14.2128,BTCUSD
505116,Yes,Yes,"2025-09-05 06:32:00",40401,LATIM,3959.0,Yes,-3464.0,1044,43.5520,BTCUSD
505268,Yes,Yes,"2026-04-16 19:59:00",40405,LATIM,684.0,No,-6390.0,2932,4.4700,ETHUSD
505552,Yes,Yes,"2026-06-30 12:04:00",40405,MENA,275.0,Yes,-5728.0,1654,84.9296,XAUUSD
505117,Yes,Yes,"2025-09-05 09:03:00",40402,LATIM,3472.0,No,-1898.0,810,61.1760,XAUUSD
505269,Yes,Yes,"2026-04-17 09:00:00",40405,MENA,490.0,Yes,-709.0,2551,47.3775,BTCUSD
505553,Yes,Yes,"2026-06-30 15:45:00",40404,APAC,9896.0,No,5860.0,1784,36.2712,BTCUSD
505118,Yes,Yes,"2025-09-06 05:12:00",40402,MENA,880.0,No,-7264.0,3087,54.1120,XAUUSD
505270,Yes,Yes,"2026-04-17 13:30:00",40401,Europe,4885.0,Yes,-13216.0,1345,34.7700,BTCUSD
505554,Yes,Yes,"2026-06-30 16:49:00",40402,LATIM,6702.0,Yes,-8502.0,883,10.3936,BTCUSD
505271,Yes,Yes,"2026-04-17 14:14:00",40404,LATIM,3919.0,No,23710.0,3196,17.1825,ETHUSD
505555,Yes,Yes,"2026-06-30 17:53:00",40404,MENA,17252.0,Yes,-5651.0,1066,60.4744,XAUUSD
505272,Yes,Yes,"2026-04-18 05:29:00",40405,APAC,2080.0,Yes,-7101.0,2883,19.3725,XAUUSD
505556,Yes,Yes,"2026-06-30 18:48:00",40403,APAC,1193.0,Yes,-8765.0,1052,8.9656,ETHUSD
505273,Yes,Yes,"2026-04-19 10:33:00",40404,LATIM,4514.0,Yes,-8663.0,2634,37.4550,BTCUSD
505274,Yes,Yes,"2026-04-20 10:46:00",40405,APAC,4630.0,Yes,-24109.0,3095,8.9250,BTCUSD
505557,Yes,Yes,"2026-06-30 22:16:00",40402,APAC,9437.0,No,-10072.0,692,80.4384,ETHUSD
505275,No,No,"2026-04-20 10:53:00",40402,LATIM,4489.0,No,-21853.0,233,21.6825,ETHUSD
505558,Yes,Yes,"2026-07-01 09:12:00",40402,LATIM,5269.0,No,-4998.0,1000,22.9992,BTCUSD
505276,Yes,Yes,"2026-04-26 16:05:00",40405,APAC,1183.0,Yes,-10217.0,2469,129.0150,ETHUSD
505559,Yes,Yes,"2026-07-01 12:08:00",40405,LATIM,15217.0,Yes,-12704.0,165,98.1512,BTCUSD
505119,Yes,Yes,"2025-09-06 12:22:00",40401,LATIM,4955.0,Yes,-5652.0,2998,87.5160,USOIL
505277,Yes,Yes,"2026-04-27 08:38:00",40403,MENA,2141.0,No,-2459.0,3398,73.2375,BTCUSD
505560,Yes,Yes,"2026-07-01 16:35:00",40401,MENA,19951.0,Yes,-12526.0,670,52.6456,XAUUSD
505278,Yes,Yes,"2026-04-27 16:09:00",40401,LATIM,2158.0,Yes,-15892.0,3391,3.8400,ETHUSD
505561,Yes,Yes,"2026-07-01 18:11:00",40405,APAC,1222.0,Yes,-1916.0,75,54.4936,BTCUSD
505120,Yes,Yes,"2025-09-06 12:24:00",40402,MENA,4142.0,No,1535.0,3128,65.2630,ETHUSD
505279,Yes,Yes,"2026-04-29 21:33:00",40405,Europe,291.0,No,3738.0,3136,35.7525,XAUUSD
505121,No,No,"2025-09-06 12:25:00",40405,Europe,0.0,Yes,5386.0,2690,8.6240,ETHUSD
505433,Yes,Yes,"2026-06-18 07:39:00",40405,LATIM,1291.0,Yes,14075.0,1746,78.9525,ETHUSD
505122,Yes,Yes,"2025-09-06 12:36:00",40402,LATIM,106.0,Yes,-3217.0,382,8.6350,XAUUSD
505562,Yes,Yes,"2026-07-01 23:46:00",40404,APAC,19168.0,Yes,-3185.0,85,17.8416,XAUUSD
505434,Yes,Yes,"2026-06-18 08:59:00",40405,LATIM,2357.0,Yes,-22976.0,458,68.0325,BTCUSD
505123,Yes,Yes,"2025-09-06 12:38:00",40405,MENA,1814.0,No,-7035.0,603,34.1660,XAUUSD
505280,Yes,Yes,"2026-05-02 09:27:00",40401,MENA,0.0,Yes,-25702.0,1224,179.9925,ETHUSD
505563,Yes,Yes,"2026-07-02 10:18:00",40401,LATIM,1855.0,No,-18627.0,186,8.2936,BTCUSD
505435,Yes,Yes,"2026-06-18 09:17:00",40401,LATIM,4937.0,Yes,-14465.0,884,13.3050,ETHUSD
505281,Yes,Yes,"2026-05-03 05:49:00",40403,Europe,2090.0,Yes,-3614.0,454,30.9750,BTCUSD
505564,Yes,Yes,"2026-07-02 10:18:00",40405,LATIM,10947.0,Yes,-10615.0,593,32.8440,ETHUSD
505436,Yes,Yes,"2026-06-18 09:18:00",40405,LATIM,2671.0,Yes,-2748.0,194,135.5325,BTCUSD
505565,No,No,"2026-07-02 10:28:00",40404,LATIM,2785.0,Yes,-1990.0,435,82.3424,ETHUSD
505437,Yes,Yes,"2026-06-18 09:47:00",40405,LATIM,4317.0,Yes,5119.0,1880,55.9425,XAUUSD
505124,Yes,Yes,"2025-09-06 12:53:00",40404,MENA,4247.0,Yes,-3485.0,210,59.8950,USOIL
505566,Yes,Yes,"2026-07-02 18:17:00",40403,MENA,7714.0,Yes,-16746.0,1852,39.5080,BTCUSD
505125,Yes,Yes,"2025-09-06 13:12:00",40403,Europe,3903.0,No,3987.0,975,16.8850,BTCUSD
505282,Yes,Yes,"2026-05-03 16:28:00",40404,Europe,3888.0,Yes,-7885.0,1212,70.5225,ETHUSD
505126,Yes,Yes,"2025-09-06 13:15:00",40405,APAC,3119.0,Yes,-5219.0,2718,49.2800,USOIL
505283,Yes,Yes,"2026-05-04 21:25:00",40402,Europe,2704.0,Yes,-7355.0,1365,66.6525,XAUUSD
505284,Yes,Yes,"2026-05-04 21:29:00",40402,LATIM,1845.0,Yes,-7621.0,459,183.2850,BTCUSD
505567,Yes,Yes,"2026-07-02 18:17:00",40403,MENA,7426.0,Yes,-14015.0,1846,79.7328,ETHUSD
505285,Yes,Yes,"2026-05-05 20:41:00",40403,LATIM,4986.0,Yes,-25423.0,397,149.9550,ETHUSD
505286,Yes,Yes,"2026-05-08 07:10:00",40401,Europe,2046.0,Yes,-920.0,1234,124.1700,BTCUSD
505127,Yes,Yes,"2025-09-06 13:18:00",40404,LATIM,3263.0,Yes,-1600.0,2344,0.3080,XAUUSD
505438,Yes,Yes,"2026-06-18 10:03:00",40401,APAC,1213.0,No,-14938.0,1841,120.0300,XAUUSD
505439,Yes,Yes,"2026-06-18 10:04:00",40402,LATIM,1138.0,Yes,-13795.0,3496,158.1525,XAUUSD
505128,Yes,Yes,"2025-09-06 13:21:00",40403,APAC,408.0,Yes,-2241.0,2461,64.9000,ETHUSD
505568,Yes,Yes,"2026-07-03 05:49:00",40405,APAC,16626.0,Yes,-11512.0,430,59.6176,XAUUSD
505440,Yes,Yes,"2026-06-18 10:59:00",40404,APAC,265.0,No,-23752.0,1088,47.5200,BTCUSD
505129,Yes,Yes,"2025-09-08 13:45:00",40405,MENA,3810.0,Yes,4494.0,2156,54.0650,BTCUSD
505569,Yes,Yes,"2026-07-03 07:47:00",40403,LATIM,21205.0,Yes,-13976.0,57,10.2816,BTCUSD
505441,Yes,Yes,"2026-06-18 11:37:00",40404,LATIM,1255.0,Yes,-3375.0,965,119.1000,BTCUSD
505570,Yes,Yes,"2026-07-03 07:50:00",40402,MENA,9218.0,Yes,-15990.0,1505,69.4904,XAUUSD
505442,Yes,Yes,"2026-06-18 15:33:00",40404,MENA,2299.0,Yes,24665.0,3558,84.6750,XAUUSD
505571,Yes,Yes,"2026-07-03 11:39:00",40402,APAC,21771.0,No,-2712.0,1380,3.1136,XAUUSD
505130,Yes,Yes,"2025-09-09 12:43:00",40404,LATIM,2323.0,No,-852.0,3034,56.1220,ETHUSD
505443,Yes,Yes,"2026-06-18 15:51:00",40405,LATIM,1361.0,Yes,-20542.0,3098,81.1350,XAUUSD
505572,Yes,Yes,"2026-07-03 14:37:00",40402,LATIM,17907.0,Yes,-5690.0,1002,49.0952,ETHUSD
505131,Yes,Yes,"2025-09-09 12:45:00",40403,LATIM,3167.0,Yes,-2970.0,2976,42.8010,BTCUSD
505132,Yes,Yes,"2025-09-09 12:56:00",40404,MENA,4172.0,No,-4979.0,1715,15.8950,USDJPY
505287,Yes,Yes,"2026-05-10 14:19:00",40402,LATIM,164.0,No,-17999.0,2758,66.4575,ETHUSD
505444,Yes,Yes,"2026-06-18 17:11:00",40402,LATIM,2208.0,Yes,-7328.0,2374,166.1400,XAUUSD
505133,Yes,Yes,"2025-09-09 12:58:00",40404,Europe,3152.0,Yes,-6985.0,979,57.5520,BTCUSD
505573,Yes,Yes,"2026-07-03 14:56:00",40402,APAC,5415.0,Yes,-11279.0,831,35.9688,XAUUSD
505134,Yes,Yes,"2025-09-09 13:01:00",40405,Europe,3053.0,Yes,-2139.0,3435,81.1470,XAUUSD
505574,Yes,Yes,"2026-07-03 16:18:00",40405,MENA,15637.0,No,15420.0,722,90.5800,XAUUSD
505445,Yes,Yes,"2026-06-18 17:12:00",40402,LATIM,2752.0,Yes,1690.0,3549,59.5200,XAUUSD
505575,Yes,Yes,"2026-07-03 16:58:00",40401,LATIM,6261.0,Yes,-13620.0,1310,65.1896,ETHUSD
505446,Yes,Yes,"2026-06-18 18:49:00",40402,LATIM,4223.0,Yes,-2080.0,2177,73.6125,BTCUSD
505576,Yes,Yes,"2026-07-03 18:09:00",40403,APAC,14109.0,Yes,-7705.0,1833,68.8464,ETHUSD
505135,Yes,Yes,"2025-09-09 13:03:00",40401,LATIM,3303.0,Yes,-483.0,3344,21.1750,XAUUSD
505577,Yes,Yes,"2026-07-03 20:31:00",40403,LATIM,20287.0,Yes,-5433.0,1966,37.3128,XAUUSD
505447,Yes,Yes,"2026-06-18 19:45:00",40401,MENA,136.0,Yes,8183.0,572,66.0675,BTCUSD
505136,Yes,Yes,"2025-09-09 13:06:00",40401,MENA,274.0,Yes,-7274.0,2212,85.0190,USOIL
505578,Yes,Yes,"2026-07-04 10:53:00",40403,LATIM,8845.0,Yes,-4961.0,1874,32.0768,BTCUSD
505448,Yes,Yes,"2026-06-18 20:39:00",40405,MENA,408.0,Yes,24149.0,2899,48.9375,BTCUSD
505137,Yes,Yes,"2025-09-09 13:08:00",40404,LATIM,442.0,Yes,-6464.0,877,59.0810,XAUUSD
505138,Yes,Yes,"2025-09-09 14:26:00",40401,LATIM,4491.0,Yes,-2303.0,758,49.1040,ETHUSD
505139,Yes,Yes,"2025-09-10 13:31:00",40405,APAC,1416.0,Yes,-6725.0,2420,55.0000,BTCUSD
505579,Yes,Yes,"2026-07-04 21:49:00",40402,MENA,13636.0,Yes,-10742.0,1530,32.8160,XAUUSD
505449,Yes,Yes,"2026-06-18 20:42:00",40401,APAC,2897.0,No,17364.0,883,72.0375,ETHUSD
505450,Yes,Yes,"2026-06-19 07:42:00",40401,MENA,4262.0,Yes,-18153.0,3309,7.2000,XAUUSD
505451,Yes,Yes,"2026-06-19 08:10:00",40405,APAC,168.0,Yes,-17904.0,1946,193.1025,ETHUSD
505452,Yes,Yes,"2026-06-19 08:10:00",40405,APAC,4473.0,No,-23263.0,2046,79.5000,XAUUSD
505453,Yes,Yes,"2026-06-19 08:58:00",40401,MENA,1053.0,Yes,1378.0,1248,131.5725,BTCUSD
505454,Yes,Yes,"2026-06-19 09:12:00",40404,MENA,285.0,Yes,-15749.0,924,104.0325,XAUUSD
505140,Yes,Yes,"2025-09-10 16:16:00",40404,Europe,4381.0,Yes,-981.0,2200,70.0260,ETHUSD
505455,Yes,Yes,"2026-06-19 13:20:00",40404,LATIM,2434.0,Yes,14403.0,2156,126.8250,ETHUSD
505288,Yes,Yes,"2026-05-11 18:25:00",40402,Europe,2378.0,Yes,-1532.0,3481,194.8650,BTCUSD
505456,Yes,Yes,"2026-06-19 16:08:00",40401,APAC,3302.0,Yes,12763.0,1251,16.8750,ETHUSD
505457,Yes,Yes,"2026-06-19 17:02:00",40401,LATIM,153.0,Yes,-666.0,1580,160.3050,ETHUSD
505289,Yes,Yes,"2026-05-14 15:17:00",40401,APAC,1588.0,Yes,-5018.0,114,70.3050,ETHUSD
505580,Yes,Yes,"2026-07-04 21:52:00",40402,MENA,9991.0,Yes,-8017.0,1804,47.6112,ETHUSD
505290,Yes,Yes,"2026-05-14 19:31:00",40402,Europe,3946.0,No,-3734.0,792,108.2175,ETHUSD
505581,No,Yes,"2026-07-05 09:26:00",40401,LATIM,20136.0,No,-11974.0,327,31.6456,XAUUSD
505291,Yes,Yes,"2026-05-15 20:06:00",40403,LATIM,967.0,Yes,-3887.0,3298,61.9050,XAUUSD
505582,Yes,Yes,"2026-07-05 13:45:00",40403,MENA,21107.0,Yes,-1051.0,502,49.0840,BTCUSD
505458,Yes,Yes,"2026-06-19 18:16:00",40401,APAC,4257.0,Yes,-3729.0,497,79.3125,BTCUSD
505292,Yes,Yes,"2026-05-15 21:47:00",40401,APAC,2414.0,Yes,-18276.0,694,18.8775,XAUUSD
505583,Yes,Yes,"2026-07-05 20:39:00",40405,LATIM,5985.0,Yes,-10766.0,1760,56.4032,BTCUSD
505459,Yes,Yes,"2026-06-19 18:40:00",40402,APAC,2952.0,Yes,-1900.0,926,105.5625,XAUUSD
505584,Yes,Yes,"2026-07-05 21:08:00",40404,LATIM,10875.0,Yes,-12356.0,1087,27.9888,ETHUSD
505460,Yes,Yes,"2026-06-19 19:50:00",40403,LATIM,3859.0,Yes,-5276.0,3349,172.3200,XAUUSD
505585,Yes,Yes,"2026-07-06 04:26:00",40405,APAC,14692.0,Yes,-16747.0,351,71.1424,BTCUSD
505461,Yes,Yes,"2026-06-19 21:48:00",40404,LATIM,4015.0,Yes,-818.0,2344,108.4875,XAUUSD
505293,Yes,Yes,"2026-05-15 21:49:00",40405,APAC,3053.0,Yes,-15077.0,461,160.2900,BTCUSD
505462,Yes,Yes,"2026-06-20 04:52:00",40405,LATIM,4084.0,Yes,-18045.0,3526,20.6100,BTCUSD
505294,Yes,Yes,"2026-05-16 14:52:00",40404,MENA,3792.0,No,-9128.0,2904,47.9250,XAUUSD
505295,Yes,Yes,"2026-05-17 21:24:00",40401,Europe,2200.0,Yes,-22869.0,2112,5.3175,XAUUSD
505586,Yes,Yes,"2026-07-06 08:06:00",40404,LATIM,9788.0,Yes,-8625.0,131,70.1456,EURUSD
505296,Yes,Yes,"2026-05-18 10:20:00",40404,LATIM,4168.0,Yes,-10022.0,1032,99.1200,BTCUSD
505587,Yes,Yes,"2026-07-06 11:49:00",40404,LATIM,3022.0,No,-17932.0,374,10.7296,XAUUSD
505297,Yes,Yes,"2026-05-18 12:59:00",40403,APAC,4860.0,Yes,-10079.0,1311,177.8250,ETHUSD
505588,Yes,Yes,"2026-07-06 16:02:00",40405,LATIM,18307.0,Yes,-17602.0,1456,17.8360,ETHUSD
505298,Yes,Yes,"2026-05-18 13:20:00",40404,MENA,4851.0,Yes,4300.0,865,53.2575,XAUUSD
505589,Yes,Yes,"2026-07-06 20:32:00",40402,MENA,17075.0,Yes,-2304.0,265,104.3112,XAUUSD
505463,Yes,Yes,"2026-06-20 09:24:00",40404,APAC,1725.0,Yes,-9548.0,4023,38.3925,ETHUSD
505299,Yes,Yes,"2026-05-18 13:31:00",40402,LATIM,2081.0,Yes,-12332.0,3164,64.9725,XAUUSD
505590,Yes,Yes,"2026-07-07 04:38:00",40403,LATIM,5837.0,Yes,-17026.0,1395,59.4440,ETHUSD
505591,Yes,Yes,"2026-07-07 05:55:00",40402,APAC,18598.0,Yes,-10524.0,1380,11.1440,ETHUSD
505464,Yes,Yes,"2026-06-20 10:04:00",40403,MENA,1866.0,No,-5271.0,3560,112.0350,XAUUSD
505592,Yes,Yes,"2026-07-07 05:56:00",40404,MENA,9767.0,Yes,-15084.0,317,93.7776,BTCUSD
505465,Yes,Yes,"2026-06-20 18:19:00",40404,LATIM,1758.0,No,-16727.0,4448,103.4625,XAUUSD
505300,Yes,Yes,"2026-05-18 14:11:00",40402,LATIM,1468.0,Yes,15858.0,946,180.8175,BTCUSD
505301,Yes,Yes,"2026-05-18 19:29:00",40402,MENA,1781.0,Yes,-21322.0,2088,163.8975,BTCUSD
505302,Yes,Yes,"2026-05-18 20:29:00",40401,LATIM,3357.0,Yes,2088.0,2104,76.6275,XAUUSD
505593,Yes,Yes,"2026-07-07 14:40:00",40405,APAC,3217.0,Yes,1037.0,1666,78.4840,ETHUSD
505303,Yes,Yes,"2026-05-19 00:12:00",40402,Europe,2137.0,Yes,-7421.0,3496,18.4425,ETHUSD
505466,Yes,Yes,"2026-06-20 19:32:00",40403,APAC,2662.0,No,-2603.0,2775,178.1400,BTCUSD
505594,Yes,Yes,"2026-07-07 17:35:00",40403,APAC,19074.0,No,-8561.0,599,64.4672,ETHUSD
505467,Yes,Yes,"2026-06-20 20:21:00",40404,LATIM,4196.0,No,-11440.0,1318,25.3125,BTCUSD
505468,Yes,Yes,"2026-06-20 23:18:00",40403,APAC,447.0,No,-11735.0,915,184.9875,XAUUSD
505469,Yes,Yes,"2026-06-20 23:56:00",40402,MENA,3607.0,Yes,-10046.0,2696,154.0650,ETHUSD
505595,Yes,Yes,"2026-07-07 18:11:00",40404,APAC,15949.0,Yes,-17795.0,740,78.2656,BTCUSD
505304,Yes,Yes,"2026-05-19 00:12:00",40401,MENA,284.0,Yes,16902.0,1427,119.1900,BTCUSD
505470,Yes,Yes,"2026-06-21 03:12:00",40405,APAC,756.0,Yes,-8423.0,4323,54.9600,BTCUSD
505596,Yes,Yes,"2026-07-07 20:35:00",40401,LATIM,17878.0,Yes,16031.0,1218,89.5440,XAUUSD
505305,Yes,Yes,"2026-05-19 00:12:00",40402,MENA,1389.0,Yes,-8601.0,1078,28.0350,BTCUSD
505597,Yes,Yes,"2026-07-07 20:56:00",40404,MENA,3596.0,Yes,-15849.0,1892,15.1872,ETHUSD
505598,Yes,Yes,"2026-07-08 04:07:00",40403,APAC,3853.0,Yes,-1544.0,481,31.8640,XAUUSD
505306,Yes,Yes,"2026-05-19 06:39:00",40405,APAC,4104.0,No,6476.0,2320,192.7650,XAUUSD
505307,Yes,Yes,"2026-05-19 08:58:00",40402,Europe,1879.0,Yes,-12340.0,162,27.1050,BTCUSD
505141,Yes,Yes,"2025-09-10 20:11:00",40404,Europe,2498.0,No,667.0,3019,3.4980,BTCUSD
505599,Yes,Yes,"2026-07-08 04:34:00",40404,APAC,843.0,Yes,-9990.0,1986,63.1624,ETHUSD
505308,Yes,Yes,"2026-05-19 10:03:00",40405,Europe,0.0,Yes,-22163.0,3209,59.1375,XAUUSD
505600,Yes,Yes,"2026-07-08 06:08:00",40401,LATIM,6526.0,Yes,-18738.0,1298,86.3520,BTCUSD
505309,Yes,Yes,"2026-05-19 11:32:00",40402,Europe,1469.0,Yes,-20258.0,1699,55.1625,ETHUSD
505142,Yes,Yes,"2025-09-11 07:25:00",40404,MENA,969.0,No,-4086.0,1503,38.1040,ETHUSD
505143,Yes,Yes,"2025-09-11 12:02:00",40403,MENA,3052.0,No,-755.0,767,20.8780,ETHUSD
505144,Yes,Yes,"2025-09-12 15:35:00",40403,MENA,218.0,No,-4615.0,1165,79.9040,ETHUSD
505601,Yes,Yes,"2026-07-08 07:51:00",40405,MENA,20092.0,No,-3484.0,1194,76.2720,XAUUSD
505310,Yes,Yes,"2026-05-19 13:26:00",40403,Europe,806.0,Yes,-12657.0,1849,57.1575,BTCUSD
505145,Yes,Yes,"2025-09-14 06:03:00",40405,APAC,1915.0,No,-3130.0,676,62.1720,XAUUSD
505602,Yes,Yes,"2026-07-08 10:17:00",40401,APAC,13569.0,No,-15033.0,1504,43.1480,BTCUSD
505311,Yes,Yes,"2026-05-19 14:50:00",40405,Europe,427.0,Yes,-21082.0,681,190.6725,XAUUSD
505603,Yes,Yes,"2026-07-08 15:11:00",40404,LATIM,4226.0,Yes,-16815.0,248,30.4248,XAUUSD
505312,Yes,Yes,"2026-05-19 20:25:00",40401,Europe,3447.0,Yes,-22465.0,1703,6.9000,XAUUSD
505604,Yes,Yes,"2026-07-08 18:21:00",40405,APAC,8989.0,No,2722.0,153,27.7816,BTCUSD
505471,Yes,Yes,"2026-06-21 03:43:00",40402,LATIM,4015.0,Yes,-18144.0,1510,12.6750,ETHUSD
505605,Yes,Yes,"2026-07-08 19:19:00",40402,MENA,6013.0,Yes,-17205.0,34,60.1552,ETHUSD
505472,Yes,Yes,"2026-06-21 04:20:00",40404,APAC,939.0,Yes,-9614.0,3208,15.6000,BTCUSD
505313,Yes,Yes,"2026-05-20 06:55:00",40401,MENA,324.0,Yes,20121.0,158,134.9925,BTCUSD
505146,Yes,Yes,"2025-09-14 06:04:00",40401,MENA,1682.0,Yes,-6175.0,2041,16.8850,BTCUSD
505473,Yes,Yes,"2026-06-21 06:41:00",40402,APAC,3546.0,Yes,-7970.0,2876,61.3725,XAUUSD
505314,Yes,Yes,"2026-05-20 07:35:00",40405,APAC,955.0,Yes,25018.0,1982,11.4900,XAUUSD
505147,Yes,Yes,"2025-09-14 06:06:00",40404,APAC,3432.0,Yes,-718.0,1502,59.2460,XAUUSD
505474,Yes,Yes,"2026-06-21 06:53:00",40405,LATIM,760.0,Yes,-10115.0,2393,181.1175,XAUUSD
505148,Yes,Yes,"2025-09-14 06:09:00",40402,LATIM,429.0,Yes,-2940.0,3603,35.3870,BTCUSD
505475,Yes,Yes,"2026-06-21 07:04:00",40404,LATIM,2681.0,No,-14952.0,108,130.2300,BTCUSD
505315,Yes,Yes,"2026-05-20 08:18:00",40404,Europe,2139.0,Yes,-7787.0,1987,37.6350,BTCUSD
505149,Yes,Yes,"2025-09-20 16:32:00",40401,APAC,571.0,Yes,-4444.0,2793,77.3850,BTCUSD
505476,Yes,Yes,"2026-06-21 07:24:00",40404,MENA,0.0,No,-916.0,427,136.1475,ETHUSD
505316,Yes,Yes,"2026-05-20 10:21:00",40403,Europe,311.0,Yes,10139.0,1867,28.0050,XAUUSD
505150,Yes,Yes,"2025-09-23 15:09:00",40405,MENA,768.0,No,-6185.0,2841,38.3350,XAUUSD
505317,Yes,Yes,"2026-05-20 22:43:00",40401,MENA,973.0,No,-3068.0,1961,29.1525,XAUUSD
505151,Yes,Yes,"2025-10-02 07:53:00",40405,APAC,1781.0,No,-4116.0,216,43.8570,XAUUSD
505477,Yes,Yes,"2026-06-21 07:40:00",40405,LATIM,1340.0,Yes,-2802.0,1159,134.2800,XAUUSD
505478,Yes,Yes,"2026-06-21 07:53:00",40404,LATIM,1825.0,Yes,-7936.0,3196,174.4725,XAUUSD
505152,Yes,Yes,"2025-10-03 09:55:00",40402,LATIM,1066.0,No,-1182.0,2860,57.4090,XAUUSD
505479,Yes,Yes,"2026-06-21 08:00:00",40401,MENA,4806.0,No,-11731.0,2014,10.3350,BTCUSD
505480,Yes,Yes,"2026-06-21 08:02:00",40403,MENA,896.0,Yes,-11297.0,3095,88.1944,BTCUSD
505481,Yes,Yes,"2026-06-21 08:17:00",40403,APAC,4946.0,Yes,15976.0,2402,80.6568,ETHUSD
505153,Yes,Yes,"2025-10-04 16:06:00",40403,LATIM,3074.0,No,-1922.0,2441,17.6000,XAUUSD
505154,Yes,Yes,"2025-10-06 15:44:00",40404,APAC,3175.0,No,-2244.0,208,24.6510,USOIL
505155,Yes,Yes,"2025-10-10 07:25:00",40405,APAC,4729.0,No,-7679.0,755,49.4340,ETHUSD
505482,Yes,Yes,"2026-06-21 08:56:00",40402,MENA,3360.0,No,-10246.0,3334,71.4728,XAUUSD
505156,Yes,Yes,"2025-10-10 07:47:00",40405,APAC,2012.0,Yes,-1739.0,2329,9.3720,ETHUSD
505483,Yes,Yes,"2026-06-21 11:42:00",40403,APAC,332.0,Yes,2261.0,1895,3.7296,ETHUSD
