ta_id,poa,poi,registration_time,ib_id,region,initial_deposit,swap_free_status,pnl,nb_of_trades,volume,most_traded_symbol
505267,Yes,Yes,2026.04.08 14:58,40401,LATIM,4255,Yes,-21372,1398,53.325,XAUUSD
505268,Yes,Yes,2026.04.16 19:59,40405,LATIM,684,No,-6390,2932,4.47,ETHUSD
505269,Yes,Yes,2026.04.17 09:00,40405,MENA,490,Yes,-709,2551,47.3775,BTCUSD
505270,Yes,Yes,2026.04.17 13:30,40401,Europe,4885,Yes,-13216,1345,34.77,BTCUSD
505271,Yes,Yes,2026.04.17 14:14,40404,LATIM,3919,No,23710,3196,17.1825,ETHUSD
505272,Yes,Yes,2026.04.18 05:29,40405,APAC,2080,Yes,-7101,2883,19.3725,XAUUSD
505273,Yes,Yes,2026.04.19 10:33,40404,LATIM,4514,Yes,-8663,2634,37.455,BTCUSD
505274,Yes,Yes,2026.04.20 10:46,40405,APAC,4630,Yes,-24109,3095,8.925,BTCUSD
505275,No,No,2026.04.20 10:53,40402,LATIM,4489,No,-21853,233,21.6825,ETHUSD
505276,Yes,Yes,2026.04.26 16:05,40405,APAC,1183,Yes,-10217,2469,129.015,ETHUSD
505277,Yes,Yes,2026.04.27 08:38,40403,MENA,2141,No,-2459,3398,73.2375,BTCUSD
505278,Yes,Yes,2026.04.27 16:09,40401,LATIM,2158,Yes,-15892,3391,3.84,ETHUSD
505279,Yes,Yes,2026.04.29 21:33,40405,Europe,291,No,3738,3136,35.7525,XAUUSD
505280,Yes,Yes,2026.05.02 09:27,40401,MENA,0,Yes,-25702,1224,179.9925,ETHUSD
505281,Yes,Yes,2026.05.03 05:49,40403,Europe,2090,Yes,-3614,454,30.975,BTCUSD
505282,Yes,Yes,2026.05.03 16:28,40404,Europe,3888,Yes,-7885,1212,70.5225,ETHUSD
505283,Yes,Yes,2026.05.04 21:25,40402,Europe,2704,Yes,-7355,1365,66.6525,XAUUSD
505284,Yes,Yes,2026.05.04 21:29,40402,LATIM,1845,Yes,-7621,459,183.285,BTCUSD
505285,Yes,Yes,2026.05.05 20:41,40403,LATIM,4986,Yes,-25423,397,149.955,ETHUSD
505286,Yes,Yes,2026.05.08 07:10,40401,Europe,2046,Yes,-920,1234,124.17,BTCUSD
505287,Yes,Yes,2026.05.10 14:19,40402,LATIM,164,No,-17999,2758,66.4575,ETHUSD
505288,Yes,Yes,2026.05.11 18:25,40402,Europe,2378,Yes,-1532,3481,194.865,BTCUSD
505289,Yes,Yes,2026.05.14 15:17,40401,APAC,1588,Yes,-5018,114,70.305,ETHUSD
505290,Yes,Yes,2026.05.14 19:31,40402,Europe,3946,No,-3734,792,108.2175,ETHUSD
505291,Yes,Yes,2026.05.15 20:06,40403,LATIM,967,Yes,-3887,3298,61.905,XAUUSD
505292,Yes,Yes,2026.05.15 21:47,40401,APAC,2414,Yes,-18276,694,18.8775,XAUUSD
505293,Yes,Yes,2026.05.15 21:49,40405,APAC,3053,Yes,-15077,461,160.29,BTCUSD
505294,Yes,Yes,2026.05.16 14:52,40404,MENA,3792,No,-9128,2904,47.925,XAUUSD
505295,Yes,Yes,2026.05.17 21:24,40401,Europe,2200,Yes,-22869,2112,5.3175,XAUUSD
505296,Yes,Yes,2026.05.18 10:20,40404,LATIM,4168,Yes,-10022,1032,99.12,BTCUSD
505297,Yes,Yes,2026.05.18 12:59,40403,APAC,4860,Yes,-10079,1311,177.825,ETHUSD
505298,Yes,Yes,2026.05.18 13:20,40404,MENA,4851,Yes,4300,865,53.2575,XAUUSD
505299,Yes,Yes,2026.05.18 13:31,40402,LATIM,2081,Yes,-12332,3164,64.9725,XAUUSD
505300,Yes,Yes,2026.05.18 14:11,40402,LATIM,1468,Yes,15858,946,180.8175,BTCUSD
505301,Yes,Yes,2026.05.18 19:29,40402,MENA,1781,Yes,-21322,2088,163.8975,BTCUSD
505302,Yes,Yes,2026.05.18 20:29,40401,LATIM,3357,Yes,2088,2104,76.6275,XAUUSD
505303,Yes,Yes,2026.05.19 00:12,40402,Europe,2137,Yes,-7421,3496,18.4425,ETHUSD
505304,Yes,Yes,2026.05.19 00:12,40401,MENA,284,Yes,16902,1427,119.19,BTCUSD
505305,Yes,Yes,2026.05.19 00:12,40402,MENA,1389,Yes,-8601,1078,28.035,BTCUSD
505306,Yes,Yes,2026.05.19 06:39,40405,APAC,4104,No,6476,2320,192.765,XAUUSD
505307,Yes,Yes,2026.05.19 08:58,40402,Europe,1879,Yes,-12340,162,27.105,BTCUSD
505308,Yes,Yes,2026.05.19 10:03,40405,Europe,9999999,Yes,-22163,3209,59.1375,XAUUSD
505309,Yes,Yes,2026.05.19 11:32,40402,Europe,1469,Yes,-20258,1699,55.1625,ETHUSD
505310,Yes,Yes,2026.05.19 13:26,40403,Europe,806,Yes,-12657,1849,57.1575,BTCUSD
505311,Yes,Yes,2026.05.19 14:50,40405,Europe,427,Yes,-21082,681,190.6725,XAUUSD
505312,Yes,Yes,2026.05.19 20:25,40401,Europe,3447,Yes,-22465,1703,6.9,XAUUSD
505313,Yes,Yes,2026.05.20 06:55,40401,MENA,324,Yes,20121,158,134.9925,BTCUSD
505314,Yes,Yes,2026.05.20 07:35,40405,APAC,955,Yes,25018,1982,11.49,XAUUSD
505315,Yes,Yes,2026.05.20 08:18,40404,Europe,2139,Yes,-7787,1987,37.635,BTCUSD
505316,Yes,Yes,2026.05.20 10:21,40403,Europe,311,Yes,10139,1867,28.005,XAUUSD
505317,Yes,Yes,2026.05.20 22:43,40401,MENA,973,No,-3068,1961,29.1525,XAUUSD
505318,Yes,Yes,2026.05.21 05:56,40403,MENA,854,Yes,-17877,3360,137.07,ETHUSD
505319,Yes,Yes,2026.05.21 05:57,40402,MENA,3143,Yes,-4674,959,113.0775,ETHUSD
505320,Yes,Yes,2026.05.21 06:05,40401,APAC,1583,No,-3327,667,68.46,XAUUSD
505321,No,No,2026.05.21 07:10,40405,LATIM,0,Yes,-4765,2229,171.5175,XAUUSD
505322,Yes,Yes,2026.05.21 14:50,40401,MENA,4428,No,-17354,2775,75.165,XAUUSD
505323,Yes,Yes,2026.05.22 02:43,40404,Europe,1106,No,-15847,975,75.5925,ETHUSD
505324,Yes,Yes,2026.05.22 04:50,40401,MENA,3702,Yes,-5595,2676,32.25,ETHUSD
505325,Yes,Yes,2026.05.22 20:17,40402,APAC,381,Yes,12696,582,92.49,XAUUSD
505326,Yes,Yes,2026.05.22 20:35,40404,MENA,2945,Yes,-14542,2345,118.935,XAUUSD
505327,Yes,Yes,2026.05.24 05:24,40403,MENA,3470,Yes,20384,2530,159.915,BTCUSD
505328,Yes,Yes,2026.05.24 13:59,40401,APAC,2651,Yes,-4711,2541,15.66,ETHUSD
505329,Yes,Yes,2026.05.24 14:58,40403,APAC,4868,No,-9210,3059,55.6575,BTCUSD
505330,Yes,Yes,2026.05.25 06:48,40405,LATIM,1400,No,504,2869,126.765,BTCUSD
505331,Yes,Yes,2026.05.25 18:41,40403,LATIM,2621,Yes,-9533,1821,64.5075,ETHUSD
505332,Yes,Yes,2026.05.25 20:24,40401,APAC,2837,No,-20486,190,48.57,ETHUSD
505333,Yes,Yes,2026.05.25 20:28,40403,APAC,3238,No,-16615,1649,92.55,XAUUSD
505334,Yes,Yes,2026.05.25 21:50,40401,Europe,692,Yes,-7166,2612,166.2225,BTCUSD
505335,Yes,Yes,2026.05.26 19:40,40403,MENA,3489,Yes,-18729,1670,151.935,BTCUSD
505336,Yes,Yes,2026.05.27 07:00,40403,Europe,0,Yes,-10294,422,94.9275,BTCUSD
505337,Yes,Yes,2026.05.27 07:55,40401,MENA,1291,Yes,-2453,2040,158.115,XAUUSD
505338,Yes,Yes,2026.05.27 10:26,40404,Europe,4608,Yes,-13760,2010,168.4875,BTCUSD
505339,Yes,Yes,2026.05.27 13:08,40404,LATIM,4116,No,-4749,805,150.9075,XAUUSD
505340,Yes,Yes,2026.05.27 14:22,40405,MENA,1700,Yes,-675,1182,187.635,BTCUSD
505341,Yes,Yes,2026.05.27 14:24,40404,APAC,3522,Yes,-5439,435,58.4025,BTCUSD
505342,Yes,Yes,2026.05.27 14:55,40402,Europe,2117,Yes,-15068,690,76.0425,ETHUSD
505343,Yes,Yes,2026.05.27 19:29,40405,MENA,4172,No,-2594,2534,23.01,XAUUSD
505344,Yes,Yes,2026.05.27 20:13,40402,LATIM,3485,Yes,-18130,1722,134.0775,XAUUSD
505345,Yes,Yes,2026.05.28 05:11,40404,Europe,1013,Yes,-1558,2211,35.055,BTCUSD
505346,Yes,Yes,2026.05.28 07:23,40403,LATIM,486,Yes,-1682,1599,24.9525,ETHUSD
505346,Yes,Yes,2026.05.28 07:23,40403,LATIM,486,Yes,-1682,1599,24.9525,ETHUSD
505347,Yes,Yes,2026.05.28 07:27,40405,LATIM,4286,Yes,-25409,252,35.7375,XAUUSD
505348,Yes,Yes,2026.05.28 11:10,40405,MENA,4469,No,-2842,1373,130.155,BTCUSD
505349,Yes,Yes,2026.05.28 20:31,40405,APAC,4847,No,-1280,1688,118.8525,BTCUSD
505350,Yes,Yes,2026.05.29 10:22,40401,LATIM,1282,Yes,-22558,2748,41.9625,ETHUSD
505351,Yes,Yes,2026.05.29 10:46,40403,LATIM,4844,Yes,-15200,2876,95.22,XAUUSD
505352,Yes,Yes,2026.05.30 06:10,40401,Europe,4523,No,21607,3354,109.065,ETHUSD
505353,Yes,Yes,2026.05.30 07:43,40401,LATIM,677,Yes,-10876,3097,152.88,ETHUSD
505354,Yes,Yes,2026.05.30 08:14,40405,Europe,775,Yes,-15193,2799,35.3325,BTCUSD
505355,Yes,Yes,2026.05.30 18:55,40401,LATIM,4629,Yes,-17395,1046,69.075,ETHUSD
505356,Yes,Yes,2026.05.30 19:33,40402,Europe,4434,Yes,-23346,751,3.78,ETHUSD
505357,Yes,Yes,2026.05.30 20:31,40402,MENA,2049,Yes,-23197,2101,71.4975,BTCUSD
505358,Yes,Yes,2026.05.31 03:36,40402,MENA,1483,No,-18230,2387,153.645,XAUUSD
505359,Yes,Yes,2026.05.31 10:07,40404,MENA,4100,Yes,-24621,2376,124.6125,BTCUSD
505360,Yes,Yes,2026.05.31 10:38,40404,APAC,1412,Yes,-24457,3380,53.745,BTCUSD
505361,Yes,Yes,2026.06.01 06:35,40405,MENA,2590,Yes,-6132,2491,140.4675,XAUUSD
505362,Yes,Yes,2026.06.01 08:27,40403,APAC,1985,No,15244,655,77.205,ETHUSD
505363,Yes,Yes,2026.06.01 08:28,40402,APAC,2830,Yes,-25791,1685,18.3975,ETHUSD
505364,Yes,Yes,2026.06.01 08:36,40405,APAC,429,No,-23430,104,103.2,ETHUSD
505365,Yes,Yes,2026.06.01 09:29,40402,MENA,2802,Yes,-5641,1401,35.6175,BTCUSD
505366,Yes,Yes,2026.06.01 13:00,40401,LATIM,4287,Yes,-16740,1222,5.0625,BTCUSD
505367,Yes,Yes,2026.06.01 16:35,40401,LATIM,2563,Yes,-15757,1216,40.7925,ETHUSD
505368,Yes,Yes,2026.06.02 05:54,40405,MENA,4073,Yes,-1985,2104,113.01,XAUUSD
505369,Yes,Yes,2026.06.02 05:57,40403,LATIM,2045,Yes,-25534,1298,19.455,XAUUSD
505370,Yes,Yes,2026.06.02 06:32,40404,MENA,1521,No,-19074,2307,135.975,XAUUSD
505371,Yes,Yes,2026.06.02 06:35,40404,MENA,1607,Yes,-7164,2705,11.685,XAUUSD
505372,No,No,2026.06.02 09:55,40404,MENA,0,Yes,-4972,237,12.615,ETHUSD
505373,Yes,Yes,2026.06.02 13:07,40404,APAC,1595,Yes,23151,943,190.5675,XAUUSD
505374,Yes,Yes,2026.06.02 13:08,40402,LATIM,2457,Yes,-20167,77,21.315,BTCUSD
505375,Yes,Yes,2026.06.02 16:07,40401,LATIM,700,Yes,-11652,339,9.6,XAUUSD
505376,Yes,Yes,2026.06.02 19:42,40402,MENA,3460,Yes,-7449,820,169.185,XAUUSD
505377,Yes,Yes,2026.06.03 02:40,40402,LATIM,3983,Yes,2001,2576,114,XAUUSD
505378,Yes,Yes,2026.06.03 09:43,40403,MENA,3669,No,-1390,2003,162.0525,ETHUSD
505379,Yes,Yes,2026.06.03 10:40,40405,MENA,-7988,Yes,-23623,2558,81.57,BTCUSD
505380,Yes,Yes,2026.06.03 10:40,40404,APAC,1525,Yes,-18530,754,113.9475,XAUUSD
505381,Yes,Yes,2026.06.03 10:55,40404,MENA,1640,No,-23268,844,130.4625,BTCUSD
505382,Yes,Yes,2026.06.03 11:09,40402,APAC,550,Yes,-5286,1543,175.095,ETHUSD
505383,Yes,Yes,2026.06.03 14:15,40403,APAC,3043,No,-3958,2971,173.9775,XAUUSD
505384,Yes,Yes,2026.06.03 17:46,40404,LATIM,437,No,-4387,2748,136.725,ETHUSD
505385,Yes,Yes,2026.06.04 09:13,40403,MENA,3189,No,-2467,209,184.6575,BTCUSD
505386,Yes,Yes,2026.06.04 12:21,40404,MENA,3419,No,-14619,1126,183.4275,BTCUSD
505387,Yes,Yes,2026.06.04 13:40,40401,LATIM,664,No,-8253,3312,45.99,XAUUSD
505388,Yes,Yes,2026.06.04 22:00,40403,APAC,1962,Yes,-4682,2513,114.33,XAUUSD
505389,Yes,Yes,2026.06.05 08:00,40402,APAC,4829,Yes,16011,1949,193.4325,XAUUSD
505390,Yes,Yes,2026.06.05 09:12,40403,LATIM,4050,Yes,-23006,32,175.725,XAUUSD
505391,Yes,Yes,2026.06.05 14:38,40401,LATIM,1638,Yes,-23407,741,42.3075,ETHUSD
505392,Yes,Yes,2026.06.05 15:14,40404,MENA,819,Yes,21157,1177,125.55,BTCUSD
505393,Yes,Yes,2026.06.05 20:59,40405,LATIM,3030,Yes,-14558,64,118.1775,ETHUSD
505394,Yes,Yes,2026.06.06 06:43,40401,LATIM,4525,Yes,-8814,985,14.8875,XAUUSD
505395,Yes,Yes,2026.06.07 13:15,40402,APAC,1714,Yes,-322,3302,191.505,BTCUSD
505396,Yes,Yes,2026.06.07 18:17,40403,APAC,1635,No,-17898,2008,143.055,XAUUSD
505397,Yes,Yes,2026.06.07 21:14,40405,MENA,3597,Yes,-8118,3119,53.73,ETHUSD
505398,Yes,Yes,2026.06.07 22:09,40405,MENA,542,Yes,-15666,2186,37.29,ETHUSD
505399,Yes,Yes,2026.06.08 09:19,40403,MENA,953,Yes,15065,975,173.6325,BTCUSD
505400,Yes,Yes,2026.06.08 11:04,40402,MENA,3439,No,-4977,2072,151.2525,XAUUSD
505401,Yes,Yes,2026.06.08 12:26,40402,LATIM,2778,Yes,-15836,2755,87.39,BTCUSD
505402,Yes,Yes,2026.06.08 18:56,40403,APAC,4214,Yes,-24711,2860,55.8675,ETHUSD
505403,Yes,Yes,2026.06.09 12:58,40404,APAC,446,Yes,25796,976,15.0075,XAUUSD
505404,Yes,Yes,2026.06.10 06:59,40404,LATIM,3197,No,-14039,3392,10.425,XAUUSD
505405,Yes,Yes,2026.06.10 08:31,40401,LATIM,3622,Yes,-10249,1017,177.1725,XAUUSD
505406,Yes,Yes,2026.06.10 08:33,40402,APAC,1057,Yes,-3931,1180,138.975,BTCUSD
505407,Yes,Yes,2026.06.10 09:32,40404,LATIM,3548,Yes,-10527,1001,174.51,XAUUSD
505408,Yes,Yes,2026.06.10 13:20,40401,MENA,1084,Yes,-9071,2678,39.645,ETHUSD
505409,Yes,Yes,2026.06.10 15:32,40404,MENA,4565,Yes,-1774,1803,29.685,ETHUSD
505410,Yes,Yes,2026.06.11 05:46,40402,MENA,1863,Yes,-18071,2429,32.9025,XAUUSD
505411,Yes,Yes,2026.06.11 12:05,40402,APAC,1482,No,-7459,1464,18.5025,ETHUSD
505412,Yes,Yes,2026.06.11 15:58,40402,APAC,86,No,-16004,2866,109.6425,XAUUSD
505413,Yes,Yes,2026.06.12 05:49,40404,MENA,4683,Yes,-21087,1817,61.8975,XAUUSD
505414,Yes,Yes,2026.06.12 11:25,40401,LATIM,4164,No,-6336,2501,35.115,XAUUSD
505415,Yes,Yes,2026.06.12 18:07,40405,APAC,4067,Yes,-15880,1791,120.0825,ETHUSD
505416,Yes,Yes,2026.06.13 06:40,40402,MENA,3870,No,-11290,2599,172.545,XAUUSD
505417,Yes,Yes,2026.06.13 11:15,40405,APAC,501,Yes,-10818,2492,175.5525,XAUUSD
505418,Yes,Yes,2026.06.13 17:05,40404,APAC,828,Yes,-22152,3089,158.6775,XAUUSD
505419,Yes,Yes,2026.06.13 18:06,40401,LATIM,3795,Yes,-7936,3016,109.185,BTCUSD
505420,Yes,Yes,2026.06.14 15:15,40405,LATIM,206,Yes,-9815,3475,66.105,BTCUSD
505421,Yes,Yes,2026.06.14 16:50,40403,LATIM,1273,Yes,-8809,1641,2.415,XAUUSD
505422,Yes,Yes,2026.06.14 17:06,40401,MENA,4021,No,-6525,650,134.235,ETHUSD
505423,No,No,2026.06.14 21:27,40404,APAC,0,Yes,-9605,2140,60.885,BTCUSD
505424,Yes,Yes,2026.06.15 15:07,40404,APAC,2227,Yes,-960,783,117.495,BTCUSD
505425,Yes,Yes,2026.06.15 22:37,40402,APAC,2792,Yes,-25747,2308,112.9875,ETHUSD
505426,Yes,Yes,2026.06.15 23:54,40405,APAC,3333,Yes,-10600,1483,37.3275,ETHUSD
505427,Yes,Yes,2026.06.16 06:01,40402,APAC,2154,Yes,-17543,620,118.77,BTCUSD
505428,Yes,Yes,2026.06.17 12:05,40404,MENA,2830,Yes,13871,1530,185.3325,XAUUSD
505429,Yes,Yes,2026.06.17 16:04,40404,APAC,678,Yes,16910,963,193.47,ETHUSD
505430,Yes,Yes,2026.06.17 16:39,40404,LATIM,3819,Yes,-2250,1146,105.2925,XAUUSD
505431,Yes,Yes,2026.06.18 05:31,40405,LATIM,966,No,-21374,1866,76.8675,BTCUSD
505432,Yes,Yes,2026.06.18 06:27,40402,LATIM,-2500,Yes,-10575,2718,29.4825,XAUUSD
505433,Yes,Yes,2026.06.18 07:39,40405,LATIM,1291,Yes,14075,1746,78.9525,ETHUSD
505434,Yes,Yes,2026.06.18 08:59,40405,LATIM,2357,Yes,-22976,458,68.0325,BTCUSD
505435,Yes,Yes,2026.06.18 09:17,40401,LATIM,4937,Yes,-14465,884,13.305,ETHUSD
505436,Yes,Yes,2026.06.18 09:18,40405,LATIM,2671,Yes,-2748,194,135.5325,BTCUSD
505437,Yes,Yes,2026.06.18 09:47,40405,LATIM,4317,Yes,5119,1880,55.9425,XAUUSD
505438,Yes,Yes,2026.06.18 10:03,40401,APAC,1213,No,-14938,1841,120.03,XAUUSD
505439,Yes,Yes,2026.06.18 10:04,40402,LATIM,1138,Yes,-13795,3496,158.1525,XAUUSD
505440,Yes,Yes,2026.06.18 10:59,40404,APAC,265,No,-23752,1088,47.52,BTCUSD
505441,Yes,Yes,2026.06.18 11:37,40404,LATIM,1255,Yes,-3375,965,119.1,BTCUSD
505442,Yes,Yes,2026.06.18 15:33,40404,MENA,2299,Yes,24665,3558,84.675,XAUUSD
505443,Yes,Yes,2026.06.18 15:51,40405,LATIM,1361,Yes,-20542,3098,81.135,XAUUSD
505444,Yes,Yes,2026.06.18 17:11,40402,LATIM,2208,Yes,-7328,2374,166.14,XAUUSD
505445,Yes,Yes,2026.06.18 17:12,40402,LATIM,2752,Yes,1690,3549,59.52,XAUUSD
505446,Yes,Yes,2026.06.18 18:49,40402,LATIM,4223,Yes,-2080,2177,73.6125,BTCUSD
505447,Yes,Yes,2026.06.18 19:45,40401,MENA,136,Yes,8183,572,66.0675,BTCUSD
505448,Yes,Yes,2026.06.18 20:39,40405,MENA,408,Yes,24149,2899,48.9375,BTCUSD
505449,Yes,Yes,2026.06.18 20:42,40401,APAC,2897,No,17364,883,72.0375,ETHUSD
505450,Yes,Yes,2026.06.19 07:42,40401,MENA,4262,Yes,-18153,3309,7.2,XAUUSD
505451,Yes,Yes,2026.06.19 08:10,40405,APAC,168,Yes,-17904,1946,193.1025,ETHUSD
505452,Yes,Yes,2026.06.19 08:10,40405,APAC,4473,No,-23263,2046,79.5,XAUUSD
505453,Yes,Yes,2026.06.19 08:58,40401,MENA,1053,Yes,1378,1248,131.5725,BTCUSD
505454,Yes,Yes,2026.06.19 09:12,40404,MENA,285,Yes,-15749,924,104.0325,XAUUSD
505455,Yes,Yes,2026.06.19 13:20,40404,LATIM,2434,Yes,14403,2156,126.825,ETHUSD
505456,Yes,Yes,2026.06.19 16:08,40401,APAC,3302,Yes,12763,1251,16.875,ETHUSD
505457,Yes,Yes,2026.06.19 17:02,40401,LATIM,153,Yes,-666,1580,160.305,ETHUSD
505458,Yes,Yes,2026.06.19 18:16,40401,APAC,4257,Yes,-3729,497,79.3125,BTCUSD
505459,Yes,Yes,2026.06.19 18:40,40402,APAC,2952,Yes,-1900,926,105.5625,XAUUSD
505460,Yes,Yes,2026.06.19 19:50,40403,LATIM,3859,Yes,-5276,3349,172.32,XAUUSD
505461,Yes,Yes,2026.06.19 21:48,40404,LATIM,4015,Yes,-818,2344,108.4875,XAUUSD
505462,Yes,Yes,2026.06.20 04:52,40405,LATIM,4084,Yes,-18045,3526,20.61,BTCUSD
505463,Yes,Yes,2026.06.20 09:24,40404,APAC,1725,Yes,-9548,4023,38.3925,ETHUSD
505464,Yes,Yes,2026.06.20 10:04,40403,MENA,1866,No,-5271,3560,112.035,XAUUSD
505465,Yes,Yes,2026.06.20 18:19,40404,LATIM,1758,No,-16727,4448,103.4625,XAUUSD
505466,Yes,Yes,2026.06.20 19:32,40403,APAC,2662,No,-2603,2775,178.14,BTCUSD
505467,Yes,Yes,2026.06.20 20:21,40404,LATIM,4196,No,-11440,1318,25.3125,BTCUSD
505468,Yes,Yes,2026.06.20 23:18,40403,APAC,447,No,-11735,915,184.9875,XAUUSD
505469,Yes,Yes,2026.06.20 23:56,40402,MENA,3607,Yes,-10046,2696,154.065,ETHUSD
505470,Yes,Yes,2026.06.21 03:12,40405,APAC,756,Yes,-8423,4323,54.96,BTCUSD
505471,Yes,Yes,2026.06.21 03:43,40402,LATIM,4015,Yes,-18144,1510,12.675,ETHUSD
505472,Yes,Yes,2026.06.21 04:20,40404,APAC,939,Yes,-9614,3208,15.6,BTCUSD
505473,Yes,Yes,2026.06.21 06:41,40402,APAC,3546,Yes,-7970,2876,61.3725,XAUUSD
505474,Yes,Yes,2026.06.21 06:53,40405,LATIM,760,Yes,-10115,2393,181.1175,XAUUSD
505475,Yes,Yes,2026.06.21 07:04,40404,LATIM,2681,No,-14952,108,130.23,BTCUSD
505476,Yes,Yes,2026.06.21 07:24,40404,MENA,0,No,-916,427,136.1475,ETHUSD
505477,Yes,Yes,2026.06.21 07:40,40405,LATIM,1340,Yes,-2802,1159,134.28,XAUUSD
505478,Yes,Yes,2026.06.21 07:53,40404,LATIM,1825,Yes,-7936,3196,174.4725,XAUUSD
505479,Yes,Yes,2026.06.21 08:00,40401,MENA,4806,No,-11731,2014,10.335,BTCUSD
505480,Yes,Yes,2026.06.21 08:02,40403,MENA,896,Yes,-11297,3095,88.1944,BTCUSD
505481,Yes,Yes,2026.06.21 08:17,40403,APAC,4946,Yes,15976,2402,80.6568,ETHUSD
505482,Yes,Yes,2026.06.21 08:56,40402,MENA,3360,No,-10246,3334,71.4728,XAUUSD
505483,Yes,Yes,2026.06.21 11:42,40403,APAC,332,Yes,2261,1895,3.7296,ETHUSD
505484,Yes,Yes,2026.06.21 12:00,40404,APAC,1152,Yes,-4753,452,20.8824,XAUUSD
505485,Yes,Yes,2026.06.21 12:35,40402,MENA,4576,Yes,-3331,"1,203",10.64,ETHUSD
505486,Yes,Yes,2026.06.21 14:05,40403,MENA,3959,Yes,-7485,3227,29.5456,XAUUSD
505487,Yes,Yes,2026.06.22 01:14,40401,MENA,3685,No,-5092,2313,4.5808,BTCUSD
505488,Yes,Yes,2026.06.22 05:08,40402,MENA,1732,Yes,957,358,101.052,BTCUSD
505489,Yes,Yes,2026.06.22 08:55,40403,LATIM,2486,Yes,-1922,1891,53.4688,ETHUSD
505490,Yes,Yes,2026.06.22 09:28,40402,MENA,4068,No,-18642,1089,29.5176,ETHUSD
505491,Yes,Yes,2026.06.22 11:20,40402,MENA,1397,Yes,-16063,834,93.6712,ETHUSD
505492,Yes,Yes,2026.06.22 11:41,40402,MENA,4348,Yes,-14383,939,14.5768,ETHUSD
505493,Yes,Yes,2026.06.22 12:48,40405,APAC,194,Yes,-18060,1407,64.064,XAUUSD
505494,Yes,Yes,2026.06.22 12:50,40403,LATIM,4499,No,-7288,3463,65.716,XAUUSD
505495,Yes,Yes,2026.06.22 12:53,40401,LATIM,4424,Yes,-1851,2755,56.2576,BTCUSD
505496,Yes,Yes,2026.06.22 14:34,40401,LATIM,3860,Yes,-7829,4033,47.1688,XAUUSD
505497,Yes,Yes,2026.06.22 16:05,40405,APAC,3686,No,-18156,383,101.6064,BTCUSD
505498,Yes,Yes,2026.06.22 16:45,40402,MENA,1188,Yes,-18636,2092,53.8384,ETHUSD
505499,Yes,Yes,2026.06.22 17:15,40401,LATIM,1044,Yes,15020,352,44.632,ETHUSD
505500,Yes,Yes,2026.06.22 17:29,40403,LATIM,444,Yes,-13383,4092,56.644,BTCUSD
505501,Yes,Yes,2026.06.22 22:45,40403,MENA,3943,Yes,-10410,1375,83.7312,BTCUSD
505502,Yes,Yes,2026.06.23 05:16,40402,LATIM,2169,Yes,-9586,350,5.1296,XAUUSD
505503,Yes,Yes,2026.06.23 05:44,40404,LATIM,1899,No,-18595,3944,15.6912,BTCUSD
505504,Yes,Yes,2026.06.23 08:42,40405,APAC,4396,No,7011,2083,44.4416,XAUUSD
505505,Yes,Yes,2026.06.23 08:56,40403,MENA,335,No,-17212,2307,65.6936,BTCUSD
505506,Yes,Yes,2026.06.23 09:17,40404,APAC,1304,Yes,9602,722,63.2632,XAUUSD
505507,Yes,Yes,2026.06.23 11:39,40402,MENA,4949,No,-4794,343,89.4656,XAUUSD
505508,Yes,Yes,2026.06.23 19:08,40401,APAC,2694,Yes,-1469,1813,57.3776,XAUUSD
505509,Yes,Yes,2026.06.23 19:36,40403,LATIM,1484,Yes,-2542,4006,12.6616,BTCUSD
505510,Yes,Yes,2026.06.23 20:39,40401,APAC,1488,Yes,-9070,1774,26.6168,BTCUSD
505511,Yes,Yes,2026.06.24 11:03,40403,LATIM,0,Yes,-4219,2465,18.6536,ETHUSD
505512,Yes,Yes,2026.06.24 11:06,40404,LATIM,4458,No,-373,1681,41.916,XAUUSD
505513,Yes,Yes,2026.06.24 12:07,40403,MENA,4416,No,-11342,2478,28.5152,XAUUSD
505514,Yes,Yes,2026.06.24 13:05,40402,MENA,3351,Yes,-5233,1817,5.3592,ETHUSD
505515,Yes,Yes,2026.06.24 16:36,40402,LATIM,3473,Yes,-5114,1704,10.7632,ETHUSD
505516,Yes,Yes,2026.06.24 16:54,40404,APAC,2059,Yes,-694,1390,104.3952,XAUUSD
505517,Yes,Yes,2026.06.25 03:19,40405,MENA,4325,Yes,-457,4064,89.9528,XAUUSD
505518,Yes,Yes,2026.06.25 04:22,40402,APAC,648,Yes,-12254,2850,80.5448,BTCUSD
505519,Yes,Yes,2026.06.25 06:13,40405,MENA,1977,Yes,-7721,3258,101.136,ETHUSD
505520,Yes,Yes,2026.06.25 06:47,40404,LATIM,3359,No,11940,850,40.8128,XAUUSD
505521,Yes,Yes,2026.06.25 09:22,40402,MENA,1157,Yes,-8212,3113,10.3656,BtcUsd
505522,Yes,Yes,2026.06.25 11:02,40402,LATIM,4822,No,-13840,1311,43.8424,XAUUSD
505523,Yes,Yes,2026.06.25 14:55,40401,LATIM,713,Yes,-14486,4333,101.6736,ETHUSD
505524,Yes,Yes,2026.06.25 15:49,40404,APAC,4882,Yes,-16903,4197,104.3616,XAUUSD
505525,Yes,Yes,2026.06.25 16:34,40401,MENA,1009,No,-2538,803,84.112,ETHUSD
